title_link,date,author_link,author,title,abstract,school
https://pureportal.coventry.ac.uk/en/publications/hybrid-p2p-architecture-for-transaction-management,19 Dec 2013,https://pureportal.coventry.ac.uk/en/persons/rachid-anane,Rachid Anane,Hybrid P2P Architecture for Transaction Management,"In contrast with many centralised schemes P2P systems are flexible, scalable and highly dynamic. They offer an attractive distributed platform despite concerns over security. This work is motivated by the need to address explicitly the main issues that arise in the deployment of P2P systems in a business environment. A systematic approach is proposed in the development of a secure and trusted system to support authentication, non-repudiation and trust in business transactions.  This involves two stages. Firstly, the identification of the functional components designed to facilitate security through authentication and nonrepudiation, and those aimed at insuring trust; secondly, their implementation and integration into a hybrid P2P architecture, where the entry point server plays a central role. This integration is facilitated by the layering of functional components. Secure and trusted file transactions are further enhanced by a community management layer. ","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/fielded-autonomous-posture-classification-systems-design-and-real-2,16 Sep 2013,"https://pureportal.coventry.ac.uk/en/persons/elena-gaura,https://pureportal.coventry.ac.uk/en/persons/james-brusey","Elena Gaura,James Brusey",Fielded Autonomous Posture Classification Systems: Design and Realistic Evaluation,"Few Body Sensor Network (BSN) based posture classification systems have been fielded to date, despite laboratory based research work confirming their theoretical suitability for a range of applications. This paper reports and reflects on two algorithms which i) improve the accuracy of real-time, multi-accelerometer based posture classifiers when dealing with natural movement and transitions and ii) maximize a wearable system's battery life through distributed computation at nodes. The EWV transition filters proposed here increase the classification accuracy by 1% over unfiltered results in realistic scenarios and significantly reduces spurious classifier output in real-time visualizations. A 200 fold transmission reduction from the on-body system to an outside system was achieved in practice by combining the transition filters with an event-based design. Furthermore, a method of reducing transmissions between on-body data gathering nodes based on distributed processing of the classifier rules (but maintaining a one-way flow of communications during system use) is also described. This provides a 3.3 fold reduction in packets and a 13.5 fold reduction in data transmitted from one node to the other in a two-node wearable system.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/evaluation-of-e-performance-system-a-cultural-perspective,2013,,"Abdulaziz Al-Raisi, Saad Amin, Rahat Iqbal, Phil Thompson",Evaluation of e-performance system: A cultural perspective,"Increased competition, changing technology, and process re-engineering have changed the traditional employees' practice and capability. To meet such demands, organizations and businesses are relying on Information and communication technology (ICT) to monitor and improve employee performance and productivity. In this paper we examine the influence of cultural forces in accepting the implementation of such a system that deals with assessment and evaluation of government employees, to facilitate the transitional process from manual to e-performance assessment in governmental organizations in the United Arab Emirates (UAE). A user study consisting of pilot tests and surveys was carried out in order to test the effectiveness and acceptability of the e-performance system. It is envisaged that this research provides better understanding of e-performance management system in countries like the UAE.","School of Computing, Electronics and Maths,School of Mechanical, Aerospace and Automotive Engineering"
https://pureportal.coventry.ac.uk/en/publications/extraction-of-cardiac-and-respiratory-motion-information-from-car,2013,https://pureportal.coventry.ac.uk/en/persons/yingliang-ma,YingLiang Ma,Extraction of cardiac and respiratory motion information from cardiac x-ray fluoroscopy images using hierarchical manifold learning,"We present a novel and clinically useful method to automatically determine the regions that carry cardiac and respiratory motion information directly from standard mono-plane X-ray fluoroscopy images. We demonstrate the application of our method for the purposes of retrospective cardiac and respiratory gating of X-ray images. Validation is performed on five mono-plane imaging sequences comprising a total of 284 frames from five patients undergoing radiofrequency ablation for the treatment of atrial fibrillation. We established end-inspiration, end-expiration and systolic gating with success rates of 100%, 100% and 95.3%, respectively. This technique is useful for retrospective gating of X-ray images and, unlike many previously proposed techniques, does not require specific catheters to be visible and works without any knowledge of catheter geometry.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/evolutionary-aided-negotiation-model-for-bilateral-bargaining-in-,2013,,"Victor Sanchez-Anguix, Soledad Valero, Vicente Julian, Vicente Botti, Ana Garcia-Fornes",Evolutionary-aided negotiation model for bilateral bargaining in Ambient Intelligence domains with complex utility functions,"Ambient Intelligence aims to offer personalized services and easier ways of interaction between people and systems. Since several users and systems may coexist in these environments, it is quite possible that entities with opposing preferences need to cooperate to reach their respective goals. Automated negotiation is pointed as one of the mechanisms that may provide a solution to this kind of problems. In this article, a multi-issue bilateral bargaining model for Ambient Intelligence domains is presented where it is assumed that agents have computational bounded resources and do not know their opponents’ preferences. The main goal of this work is to provide negotiation models that obtain efficient agreements while maintaining the computational cost low. A niching genetic algorithm is used before the negotiation process to sample one’s own utility function (self-sampling). During the negotiation process, genetic operators are applied over the opponent’s and one’s own offers in order to sample new offers that are interesting for both parties. Results show that the proposed model is capable of outperforming similarity heuristics which only sample before the negotiation process and of obtaining similar results to similarity heuristics which have access to all of the possible offers.,Publisher Statement: NOTICE: this is the author’s version of a work that was accepted for publication in Information Sciences. Changes resulting from the publishing process, such as peer review, editing, corrections, structural formatting, and other quality control mechanisms may not be reflected in this document. Changes may have been made to this work since it was submitted for publication. A definitive version was subsequently published in Information Sciences, [222, (2017)] DOI: 10.1016/j.ins.2010.11.018,© 2017, Elsevier. Licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International http://creativecommons.org/licenses/by-nc-nd/4.0/","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/fault-collapsing-and-test-generation-for-a-circuit,Oct 2013,,"Moslem Amiri, Václav Přenosil",Fault collapsing and test generation for a circuit,"A novel method to generate a complete list of faults and their corresponding test vectors for a gate-level circuit is presented. This method creates the distinguishable faults of a circuit based on the paths they propagate, along with the test vector(s) for each fault. While the other available methods for fault list and test vector generation are expensive, this method tries to reduce the cost by avoiding all the unnecessary steps and merging the two tasks together.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/endemic-infections-are-always-possible-on-regular-networks,25 Oct 2013,https://pureportal.coventry.ac.uk/en/persons/charo-del-genio,Charo del Genio,Endemic infections are always possible on regular networks,"We study the dependence of the largest component in regular networks on the clustering coefficient, showing that its size changes smoothly without undergoing a phase transition. We explain this behaviour via an analytical approach based on the network structure, and provide an exact equation describing the numerical results. Our work indicates that intrinsic structural properties always allow the spread of epidemics on regular networks.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/emotional-recognition-from-the-speech-signal-for-a-virtual-educat,2013,https://pureportal.coventry.ac.uk/en/persons/mark-elshaw,Mark Elshaw,Emotional recognition from the speech signal for a virtual education agent,"This paper explores the extraction of features from the speech wave to perform intelligent emotion recognition. A feature extract tool (openSmile) was used to obtain a baseline set of 998 acoustic features from a set of emotional speech recordings from amicrophone. The initial features were reduced to the most important ones so recognition ofemotions using a supervised neural network could be performed. Given that the future use of virtual education agents lies with making the agents more interactive, developing agents with the capability to recognise and adapt to the emotional state of humans is an important step.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/educational-games-are-they-worth-the-effort-a-literature-survey-o-2,2013,,"P. Backlund, Maurice Hendrix",Educational games - are they worth the effort? A literature survey of the effectiveness of serious games,"Over the last decade educational games have become more and more popular. There are many games specifically designed as educational games, as well as a number of entertainment games that have been successfully used for educational purposes. The EduGameLab project aims to stimulate the use of games in the classroom. This paper presents a meta-analysis of the effectiveness of game-based learning and focuses specifically on empirical evidence on the effectiveness of using games in education in the last decade. Moreover, the study focuses on usage in formalized school contexts, i.e. pre-school, elementary school, secondary school, high school and higher education. As secondary aims we also assess whether there are any clear methodological trends and whether a link could be found between the outcome of empirical studies and the evaluator being a stakeholder in the game development.

",
https://pureportal.coventry.ac.uk/en/publications/dual-high-frequency-surface-acoustic-wave-resonator-for-ultrafine,2013,https://pureportal.coventry.ac.uk/en/persons/sanju-thomas,Sanju Thomas,Dual high-frequency Surface Acoustic Wave Resonator for ultrafine particle sensing,"This paper describes the development of a low-cost robust Surface Acoustic Wave Resonator (SAWR) microsensor capable of detecting sub-micron size particles with masses below 1 ng. The device here comprises two 262 MHz ST-cut quartz based Rayleigh wave SAW resonators where one is used for particle sensing and the other as a reference channel. Electro-acoustic detection of different particles (including carbon, gold, sucrose, silicon, and PTFE) with different particle diameters studied. The mass sensitivity Δf/Δm of the SAWR was found to be typically 275 Hz/ng or nearly 4 Hz/pg for the detection of 750 nm diameter gold particles. Consequently, our SAWR sensor is able to detect the typical levels of ultrafine particulate pollutants (PM2.5) found in city air today. We believe that the device could be used as a small, low-cost, and low power airborne particle sensor for the real-time and ubiquitous monitoring of airborne particulate matter.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/ecg-signal-based-human-identification-method-using-features-in-te,17 Jan 2013,https://pureportal.coventry.ac.uk/en/persons/rajib-goswami,Rajib Goswami,ECG signal based human identification method using features in temporal and wavelet domains,"This paper presents an effective method for human identification using temporal and wavelet domain features extracted from electrocardiogram (ECG) signal. Instead of directly using the ECG data of a person as the feature, first, it is shown that a few number of reflection coefficients extracted from the autocorrelation function of the data can efficiently perform the recognition task. Next, the discrete wavelet transform (DWT) coefficients are utilized as features, which offer even a better recognition performance. A combination of these two features is found to demonstrate a high within class compactness and between class separation. A pre-processing scheme is incorporated prior to feature extraction to reduce the effect of different noises and artefacts. In the recognition phase, a linear discriminant based classifier is employed, where the two features are jointly utilized. The proposed human identification method has been tested on a standard ECG database and high recognition accuracy is achieved with a low feature dimension.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/downsizing-of-a-naturally-aspirated-engine-to-turbocharged-gasoli,Dec 2013,,"Atul Gupta, Jonathan Saul, Ramzy Abdel-Gayed",Downsizing of a naturally aspirated engine to turbocharged gasoline direct injection variable valve timing engine,"The need to reduce CO2 emissions and fuel consumption has become the biggest aim of Original Equipment Manufacturers (OEM’s) over the past decade. Different strategies are being sought after to comply with stringent emission regulations being enforced on the global automotive market. Engine downsizing is proving to be the most cost-effective method of reducing emissions and fuel consumption. This paper presents 1-D CFD simulation using Ricardo WAVE of 30 % downsizing on a 2.0 litre naturally aspirated spark ignition engine to a 1.4 litre turbocharged gasoline direct injection variable valve timing engine. Performance improvement has been achieved by using turbocharging and variable valve technology. Turbocharging a spark ignition engine increases the intake temperature and pressure, causing the mixture to detonate. To prevent engine mixture detonation, direct injection has been used, which also allows an increase in the compression ratio. The downsized engine has been optimised for maximum volumetric efficiency, maximum brake mean effective pressure and knock elimination. Valve opening timing, their durations and lifts have been optimised to improve volumetric efficiency. Fuel-air ratio and start of injection timing have also been optimised to improve the maximum brake mean effective pressure. The results indicated 74 % improvement in torque, 102 % improvement","School of Mechanical, Aerospace and Automotive Engineering,School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/develop-a-detection-system-for-grey-and-colourstego-images,2013,https://pureportal.coventry.ac.uk/en/persons/james-shuttleworth,James Shuttleworth,Develop a Detection System for Grey and ColourStego Images,"Recently the concept of ‘Image Steganography’ is became  an  important  issue  in  the  computer  security  world. Image steganography simply means hide some secret data into an  object.  The  object  can  be  a  text,  an  image  or  a  sound,  but the  most  popular  cover  object  used  for  hidden  secret  message is images. A  developed  detection  system  is  introduced  in  this  paper. The  first  part  of  the  work  includes  creating  varieties  of  stego-images.  These  stego-images  are  having  different  image  file formats.  Also,  these  stego-images  have  been  done  using  three steganography  tools.  They  are:  OpenStego,  S-Tools  and  F5 algorithm.  The  created  stego-images  are  used  to  train  the detection system in the next stage.  However, the second part of the work includes detecting the hidden  data.  In  order  to  do  so  the  co-occurrence  matrix  is created  for  all  images.  Number  of  image  features  is  extracted from the matrix. Later, a discriminator will be used to validate the   features   selected.   These   features   are   needed   it   to differentiate between the clean images and the stego-images.  ","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/electromagnetic-modeling-of-ellipsoidal-nanoparticles-for-sensing,13 Mar 2013,,"Luigi La Spada, Renato Iovine, Lucio Vegni",Electromagnetic modeling of ellipsoidal nanoparticles for sensing applications,"We present a new analytical study of metallic nanoparticles, working in the infrared and visible frequency range. The structure consists of triaxial ellipsoidal resonating inclusions embedded in a dielectric environment. Our aim is to develop a new analytical model for the ellipsoidal nanoparticles to describe their resonant behaviors and design structures that satisfy specific electromagnetic requirements. The obtained models are compared to the numerical values, performed by full-wave simulations, as well as to the experimental ones reported in literature. A good agreement among these results was obtained. The proposed formula is a useful tool to design such structures for sensing applications.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/developing-a-digital-game-to-support-cultural-learning-amongst-im-2,2013,"https://pureportal.coventry.ac.uk/en/persons/ian-dunwell,https://pureportal.coventry.ac.uk/en/persons/petros-lameras,https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab","Ian Dunwell,Petros Lameras,Sylvester Arnab",Developing a digital game to support cultural learning amongst immigrants,"Immigrants entering the European Community face a range of challenges in adapting to and understanding the culture of their host nation. Failure to address these challenges can lead to isolation and difficulties integrating into the society of the host country, leading to fragmented communities and a range of social issues. As part of a comprehensive suite of services for immigrants, the European-funded Mobile Assistance for Social Inclusion and Empowerment of Immigrants with Persuasive Learning Technologies and Social Network Services (MASELTOV) project seeks to provide both practical tools and learning services via mobile devices, providing a readily usable resource for immigrants. In this workshop paper, the game-based learning aspect of the MASELTOV project is introduced, with the rationale behind its design presented. In doing so, the benefits and implications of mobile platforms and emergent data capture techniques for game-based learning are discussed, as are the methods for putting engaging gameplay at the forefront of the experience whilst relying on rich data capture and analysis to provide an effective learning solution. Through comparison to several other projects, a number of recommendations are put forward for games deployed in contexts similar to that of MASELTOV: a focus on establishing a significant audience with which to conduct ethical research into efficacy, the need for robust pedagogical frameworks suited to the learning context, and the evolution of methods for data capture and analysis of player activity.",
https://pureportal.coventry.ac.uk/en/publications/data-mining-for-gender-differences-in-tinnitus,2013,https://pureportal.coventry.ac.uk/en/persons/christo-panchev,Christo Panchev,Data Mining for Gender Differences in Tinnitus,"We perform data mining on the publicly available Tinnitus Archive. A number of statistically significant associations with gender were found using the Chi-squared,test. These were age, onset rapidity, tinnitus localisation, number of tinnitus sounds heard, sleep interference due to tinnitus, feeling tired and ill because of tinnitus, index of noise exposure and subjective tinnitus pitch. No other associations with gender were statistically significant. In each case where a,factor was found to be associated with gender, we analysed the data further by examining the standardised residuals. These showed that more men with tinnitus were younger, and more men had experience of noise exposure. Women were more likely to hear more than three sounds in their tinnitus, hear it in both ears, experience gradual onset of tinnitus, and hear it at lower pitches. Our findings are confirmed by the use of a measure derived from market basket analysis, that of lift. ","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/cyber-security-training-perspectives-2,13 Dec 2013,,Maurice Hendrix,Cyber Security Training Perspectives,,
https://pureportal.coventry.ac.uk/en/publications/design-of-a-simple-reliable-voter-for-modular-redundancy-implemen,May 2013,,"Moslem Amiri, Vaclav Prenosil",Design of a simple reliable voter for modular redundancy implementations,"This article deals with modeling and design of a new fault-tolerant voter circuit.,Majority voted redundancy is increasingly implemented in fault-tolerant design today. A voter is used in these implementations to determine a possibly correct result through the majority vote. The reliability of the voter circuit should be much higher than that of the other circuit elements; otherwise it will wipe out the gains of the redundancy scheme. Since almost all the circuit elements are fabricated with the same technology, the voter circuit itself needs to be fault-tolerant. In this paper, we present a novel fault-tolerant voter circuit design with a simple structure, so that it can easily be used for N-modular redundancy implementations as well as for systems with more than a single bit output.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/creating-coherent-incidental-learning-journeys-on-mobile-devices--2,2013,"https://pureportal.coventry.ac.uk/en/persons/ian-dunwell,https://pureportal.coventry.ac.uk/en/persons/petros-lameras","Ian Dunwell,Petros Lameras",Creating coherent incidental learning journeys on mobile devices through feedback and progress indicators,"Timely and appropriate feedback and indicators of progress can motivate learners. Mobile learning poses a challenge to established instructional strategies with respect to delivering feedback and monitoring learner progress, particularly in informal and incidental learning occurring outside of formal structured learning environments. We argue that well-designed and managed feedback and progress indicators can offer guidance and a sense of structure to learners in the absence of a formal curriculum, accreditation or set outcomes. Furthermore, they can encourage casual users of mobile applications to move from fragmented learning episodes towards a more long term and reflective learning journey. In this paper we describe how we are developing feedback and progress indicators for the EU-funded MASELTOV project, which explores how smartphones can support language learning and social inclusion for recent immigrants to Europe. Presenting educational services and materials on mobile devices allows learning episodes to be incorporated into daily activities and schedules, to be accessed at times and in places that suit learners best. Feedback and progress indicators embedded into these services may motivate such an audience to reconceptualise fragmentary, ephemeral educational experiences into a more coherent, sustained learning journey. We describe how feedback and progress indicators have been used successfully in web-based and games-based learning, and our assessment of which types may best support incidental mobile learning and the challenges we face.

",
https://pureportal.coventry.ac.uk/en/publications/child-welfare-inequalities-a-human-rights-issue-2,2013,,"Geraldine M. Brady, Paul Bywaters, Tim Sparks, Elizabeth Bos",Child welfare inequalities: a human rights issue,"Paper presented at the BASW International Committee World Human Rights Day conference, Northampton: England. No abstract is available for this item.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/comfort-in-cars-estimating-equivalent-temperature-for-comfort-dri,Jul 2013,"https://pureportal.coventry.ac.uk/en/persons/diana-hintea,https://pureportal.coventry.ac.uk/en/persons/james-brusey,https://pureportal.coventry.ac.uk/en/persons/elena-gaura","Diana Hintea,James Brusey,Elena Gaura","Comfort in Cars - Estimating Equivalent Temperature for Comfort Driven Heating, Ventilation and Air Conditioning (HVAC) Control","Equivalent Temperature is generally considered an accurate predictor for thermal comfort in car cabins. However, direct measurement of this parameter is impractical in fielded applications. The paper presents an empirical, multiple linear regression based approach for estimating body segment equivalent temperatures for car cabin occupants from different sensors within the car. Body part equivalent temperature at eight segments and cabin sensor data (air temperature, surface temperature, mean radiant temperature, humidity and solar load) was gathered in a variety of environmental and cabin conditions. 38 experimental hours of trials in a controlled environment and 26 experimental hours of realistic driving trials were used for training and evaluating the estimator's performance. The estimation errors were on average between 0.5°C and 1.9°C for different body parts for trials within a controlled environment, while for trials in realistic driving scenarios they ranged between 1°C and 2°C. This demonstrates that passenger body part equivalent temperature can be estimated using a multiple linear regression from environmental sensors and leads the way to comfort driven Heating, Ventilation and Air Conditioning control.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/a-recommendation-cascade-for-e-learning,25 Mar 2013,https://pureportal.coventry.ac.uk/en/persons/rachid-anane,Rachid Anane,A Recommendation Cascade for e-learning,"This  paper  is  concerned  with  the  presentation  of  a collaborative  recommendation  system  that  implementsa cascade of strategies in order to support the learning process.  Similarities  between  learners  are  determined by   taking   advantage   of  the   underlying  implicit  or explicit  personalisation  and  of  the  non-personalised modes  of  interaction.  In  the  personalised  approach implicit profiles are based on the patterns of behaviour of  learners,  while  explicit  profiles  are  generated from the  results  of  a  questionnaire  on  learning  style.  The non-personalisation approach relies on the cumulative intervention of a community of learners implied by the recorded frequency of the usage of objects by learners, and   by   the   expert   rating   of   objects   by   teachers. Content-based    and    collaborative    approaches    are combined into a hybrid model that widens the range of objects to which a learner may be exposed. The quality of  service  of  the  recommendation  system  is  evaluated by considering the accuracy of its predictive capability on a publicly available data set.  ","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/an-approach-for-formant-based-speech-recognition-in-noise,17 Jan 2013,https://pureportal.coventry.ac.uk/en/persons/rajib-goswami,Rajib Goswami,An approach for formant based speech recognition in noise,"In this paper, a noise robust formant frequency estimation scheme is developed utilizing the advantageous properties of the autocorrelation function of the band-limited noisy speech signal. It is shown that the use of autocorrelation operation on a speech signal, which is band-limited to a particular formant zone, in comparison to one without any band limitation, can provide higher noise immunity, especially under severe noisy condition. In order to extract each formant, a modified higher order Yule-Walker method is employed on the resulting autocorrelation sequence. Within a band, the pole with the maximum energy is selected as the formant. The estimated formants are used as features along with conventional Mel frequency cepstral coefficients in a vowel recognition system, where the linear discriminant based classifier is utilized. Extensive experimentation is carried out on speech samples taken from the TIMIT standard speech database. It is found that the proposed algorithm provides superior formant estimation accuracy in comparison to that obtained by some of the state of the art methods even at a very low level of signal-to-noise ratio (SNR) for both male and female speakers. Moreover, formant estimates obtained by the proposed method can also provide better vowel recognition accuracy in the presence of significant background noise.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/a-negotiation-approach-for-energy-aware-room-allocation-systems,2013,,"Sergio Esparcia, Victor Sánchez-Anguix, Reyhan Aydogan",A negotiation approach for energy-aware room allocation systems,"This paper addresses energy-aware room allocation management where the system aims to satisfy individuals’ needs as much as possible while concerning total energy consumption in a building. In the problem, there are a several rooms having varied settings resulting in different energy consumption. The main objective of the system is not only finding the right allocations for user’s need, but also minimizing energy consumption. However, the users of the system may have conflicting preferences over the rooms to be allocated for them. This paper pursues how the system can increase user satisfaction while achieving its goals. For that purpose, an adaptation of the mediated single text negotiation model is introduced. The proposal seeks to guarantee an upper bound on energy consumption by pruning the negotiation space via a genetic algorithm, and to take advantage of the negotiation for increasing user satisfaction. Experiments suggest that the adaptations improve the performance.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/a-perceptual-study-into-the-behaviour-of-autonomous-agents-within,2013,,"Stuart O'Connor, Fotis Liarokapis, Christopher Peters",A perceptual study into the behaviour of autonomous agents within a virtual urban environment,"Simulating vast crowds of autonomous agents within a procedurally generated virtual environment is a challenging endeavour from a technical perspective, however it becomes even more difficult when the subjective nature of perception is also taken into account. Agent behaviour is the product of artificial intelligence systems working in tandem, however the sophistication of these systems is not a guarantee of achieving believable behaviour. Within locations based upon reality such as an urban environment, the perceived realism of agent behaviour becomes even harder to achieve. This paper presents the development of a crowd simulation that is based upon a real-life urban environment, which is then subjected to perceptual experimentation to identify features of behaviour which can be linked to perceived realism. This research is predicted to feedback into the development processes of inhabited cities, especially those attempting to simulate perceptually realistic agents as it will highlight features of behaviour that are important to implement. The perceptual experimentation methodologies presented can also be adapted and potentially utilised to test other types of crowd simulation, whether it be for the purposes of computer games or even urban planning and health and safety.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/analysis-of-security-attacks-on-aodv-routing,Dec 2013,https://pureportal.coventry.ac.uk/en/persons/mohamed-abdelshafy,Mohamed Abdelshafy,Analysis of security attacks on AODV routing,"MANET routing protocols have many vulnerabilities that may be exploited by malicious nodes to disrupt the normal routing behavior. In this paper, we present a vulnerability analysis of AODV. We simulate four routing attacks to analyse their impacts on AODV protocol using NS-2 network simulator. These attacks are blackhole, grayhole, selfish and flooding attacks. The blackhole and flooding attacks have a severe impact on the network performance while the selfish and grayhole attacks have less significant effect on the network performance.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/approximation-multivariate-distribution-of-main-indices-of-tehran,2013,https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,Alireza Daneshkhah,Approximation Multivariate Distribution of Main Indices of Tehran Stock Exchange with Pair-Copula,The multivariate distribution of five main indices of Tehran stock exchange is approximated using a pair-copula model. A vine graphical model is used to produce an n-dimensional copula. This is accomplished using a flexible copula called a minimum information (MI) copula as a part of pair-copula construction. Obtained results show that the achieved model has a good level of approximation.,"School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/a-hybrid-approach-to-co-reference-identification-within-museum-co,2013,,"David Croft, Simon Coupland, Stephen Brown",A hybrid approach to co-reference identification within museum collections,"Locating specific resources within museum collections represents a major challenge for users. Even when catalogues exist in a searchable digital format (which is not certain), formatting differences and the nature of the information to be encoded mean that there is a very large degree of variation in records not just from different catalogues but within individual catalogues. The nature of the data being searched means that traditional search techniques are badly suited to the challenges of identifying similar records in collections. In this paper we discuss a fuzzy rule based approach for identifying similarities between records and to identify co-referent records across multiple heritage collections. We also describe the application of this approach to real world collections and records which demonstrates some promising early results.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/una-herramienta-de-aprendizaje-colaborativo-orientada-a-la-formac,2013,,"Juan Miguel Alberola, Elena del Val, Victor Sánchez-Anguix, Vicente Julian",Una herramienta de aprendizaje colaborativo orientada a la formacion de grupos,,"School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/a-game-based-approach-for-raising-awareness-on-sustainability-iss-2,2013,"https://pureportal.coventry.ac.uk/en/persons/petros-lameras,https://pureportal.coventry.ac.uk/en/persons/ian-dunwell,https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab","Petros Lameras,Ian Dunwell,Sylvester Arnab",A game-based approach for raising awareness on sustainability issues in public spaces,,
https://pureportal.coventry.ac.uk/en/publications/the-zero-sequence-current-as-a-generalized-diagnostic-mean-in-%CE%B4-c-2,2013,,"K.N. Gyftakis, J.C. Kappatou",The Zero-Sequence Current as a Generalized Diagnostic Mean in Δ-Connected Three-Phase Induction Motors,"In this paper, a new diagnostic mean is introduced for accurate, reliable, and effective diagnosis of faults in delta-connected induction motors. This mean is the zero-sequence stator current spectrum. The study is carried out with analytical calculations and finite-element method simulations. Most common faults are examined for a 4-kW cage induction motor. The analysis will reveal that the proposed mean is able to successfully identify the static eccentricity fault, even in induction motors which produce principal slot harmonics, the broken bar fault, the unbalanced voltage supply, and the stator interturn short-circuit. It will also be shown that through the proposed method, it is possible to distinguish the interturn short-circuit from the unbalanced voltage supply.","School of Computing, Electronics and Maths"
https://pureportal.coventry.ac.uk/en/publications/the-open-innovation-exchange-platform-experiences-of-implementing-2,2013,"https://pureportal.coventry.ac.uk/en/persons/petros-lameras,https://pureportal.coventry.ac.uk/en/persons/ian-dunwell,https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab","Petros Lameras,Ian Dunwell,Sylvester Arnab",The open innovation exchange platform: experiences of implementing a business community engagement platform for channeling IP development and collaboration with local businesses,"The Open Innovation Exchange Program (OpEx) is an online market place for Business Community Engagement, which encourages collaboration on innovative products and services. Individual participants are able to set their dissemination level keeping their Intellectual Property safe, while still enabling collaborations between Coventry University academics and businesses. The project will implement the web based market place and also integrate immersive virtual technologies where appropriate. The platform is currently being rolled out across Coventry University, the Times Higher Education award winning 'Entrepreneurial University of the Year of 2011. This paper describes the experiences of implementing the marketplace for business community engagement in Coventry. It shows preliminary studies on the use of different technologies, describes the development of the platform and describes a preliminary evaluation of its effectiveness and how it can support Open Innovation and foster IP creation.

",
https://pureportal.coventry.ac.uk/en/publications/integrating-games-into-the-classroom-towards-new-teachership-2,2013,"https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,https://pureportal.coventry.ac.uk/en/persons/ian-dunwell","Sylvester Arnab,Ian Dunwell",Integrating games into the classroom: towards new teachership,"Publisher statement: This chapter appears in New Pedagogical Approaches in Game Enhanced Learning: Curriculum Integration, edited by S. de Freitas, M. Ott, M.M. Popescu & I. Stanescu. Copyright, 2013, IGI Global, www.igi-global.com. Posted by permission of the publisher.",
https://pureportal.coventry.ac.uk/en/publications/the-herbert-virtual-museum-2,2013,"https://pureportal.coventry.ac.uk/en/persons/ian-dunwell,https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab","Ian Dunwell,Sylvester Arnab",The Herbert virtual museum,"In recent years, virtual reality and augmented reality have emerged as areas of extreme interest as unique methods for visualising and interacting with digital museum artefacts in a different context, for example, as a virtual museum or exhibition, particularly over the Internet. Modern cultural heritage exhibitions have evolved from static to dynamic exhibitions and challenging explorations. This paper presents two different applications developed for the Herbert Museum and Art Gallery that make the user's experience more immersive, engaging, and interactive. The first application utilizes mobile phone devices in order to enrich the visitors experience in the museum, and the second application is a serious game for cultural heritage and in particular for museum environments focusing on the younger visitors.

",
